invoice_id,branch,city,category,payment_method,date,unit_price,quantity,rating,profit_margin,total_price,year,month
3720,WALM091,Little Elm,Fashion accessories,Ewallet,2022-06-11,56.0,2.0,9.0,0.33,112.0,2022,june
3721,WALM059,Pflugerville,Home and lifestyle,Ewallet,2023-08-15,24.0,3.0,7.0,0.33,72.0,2023,august
3722,WALM042,Bryan,Fashion accessories,Ewallet,2021-05-11,36.0,2.0,6.0,0.48,72.0,2021,may
3723,WALM034,College Station,Home and lifestyle,Ewallet,2020-06-12,31.0,3.0,8.0,0.48,93.0,2020,june
3724,WALM092,Lake Jackson,Fashion accessories,Ewallet,2021-12-23,15.0,3.0,5.0,0.33,45.0,2021,december
3725,WALM061,Cedar Park,Home and lifestyle,Ewallet,2023-12-29,83.0,3.0,5.0,0.33,249.0,2023,december
3726,WALM022,Mesquite,Fashion accessories,Ewallet,2020-10-25,31.0,2.0,4.0,0.48,62.0,2020,october
3727,WALM091,Little Elm,Home and lifestyle,Ewallet,2022-11-30,62.0,1.0,5.0,0.33,62.0,2022,november
3728,WALM033,Pearland,Fashion accessories,Ewallet,2022-12-18,58.0,2.0,8.0,0.48,116.0,2022,december
3729,WALM061,Cedar Park,Home and lifestyle,Ewallet,2020-10-09,37.0,1.0,7.0,0.33,37.0,2020,october
3730,WALM023,Midland,Fashion accessories,Ewallet,2022-08-15,81.0,1.0,7.0,0.48,81.0,2022,august
3731,WALM071,Lufkin,Home and lifestyle,Ewallet,2022-07-08,51.0,1.0,7.0,0.33,51.0,2022,july
3732,WALM085,Kerrville,Fashion accessories,Ewallet,2023-05-10,21.0,1.0,5.0,0.33,21.0,2023,may
3733,WALM018,Frisco,Home and lifestyle,Ewallet,2023-09-26,80.0,2.0,9.0,0.48,160.0,2023,september
3734,WALM005,Fort Worth,Fashion accessories,Ewallet,2020-11-21,43.0,3.0,8.0,0.48,129.0,2020,november
3735,WALM062,Galveston,Home and lifestyle,Ewallet,2023-01-10,26.0,2.0,6.0,0.33,52.0,2023,january
3736,WALM098,Mineral Wells,Fashion accessories,Ewallet,2022-09-30,62.0,3.0,9.0,0.18,186.0,2022,september
3737,WALM009,Plano,Home and lifestyle,Ewallet,2021-08-28,38.0,2.0,4.0,0.48,76.0,2021,august
3738,WALM048,Harlingen,Fashion accessories,Ewallet,2021-09-08,67.0,3.0,8.0,0.48,201.0,2021,september
3739,WALM069,Rockwall,Home and lifestyle,Ewallet,2021-12-17,22.0,3.0,6.0,0.33,66.0,2021,december
3740,WALM081,Friendswood,Fashion accessories,Ewallet,2022-08-08,23.0,3.0,4.0,0.33,69.0,2022,august
3741,WALM010,Laredo,Home and lifestyle,Ewallet,2023-09-17,31.0,3.0,8.0,0.48,93.0,2023,september
3742,WALM053,Conroe,Fashion accessories,Ewallet,2022-12-11,49.0,1.0,8.0,0.21,49.0,2022,december
3743,WALM019,Pasadena,Home and lifestyle,Ewallet,2023-02-10,25.0,2.0,8.0,0.48,50.0,2023,febuary
3744,WALM077,Coppell,Fashion accessories,Ewallet,2023-11-19,44.0,3.0,6.0,0.33,132.0,2023,november
3745,WALM093,Angleton,Home and lifestyle,Ewallet,2021-02-08,82.0,3.0,9.0,0.33,246.0,2021,febuary
3746,WALM098,Mineral Wells,Fashion accessories,Ewallet,2020-10-31,26.0,1.0,8.0,0.18,26.0,2020,october
3747,WALM053,Conroe,Home and lifestyle,Ewallet,2020-07-11,70.0,3.0,7.0,0.57,210.0,2020,july
3748,WALM004,Austin,Fashion accessories,Ewallet,2020-09-23,63.0,3.0,7.0,0.48,189.0,2020,september
3749,WALM018,Frisco,Home and lifestyle,Ewallet,2022-11-19,52.0,1.0,4.0,0.48,52.0,2022,november
3750,WALM014,Amarillo,Fashion accessories,Ewallet,2023-01-10,29.0,3.0,8.0,0.48,87.0,2023,january
3751,WALM020,Killeen,Home and lifestyle,Ewallet,2020-11-16,55.0,1.0,6.0,0.48,55.0,2020,november
3752,WALM030,Richardson,Fashion accessories,Ewallet,2021-09-08,75.0,2.0,6.0,0.48,150.0,2021,september
3753,WALM077,Coppell,Home and lifestyle,Ewallet,2023-08-27,79.0,2.0,6.0,0.33,158.0,2023,august
3754,WALM069,Rockwall,Fashion accessories,Ewallet,2020-06-12,19.0,2.0,9.0,0.33,38.0,2020,june
3755,WALM093,Angleton,Home and lifestyle,Ewallet,2020-11-25,32.0,2.0,4.0,0.33,64.0,2020,november
3756,WALM061,Cedar Park,Fashion accessories,Ewallet,2022-10-11,64.0,3.0,8.0,0.33,192.0,2022,october
3757,WALM063,Georgetown,Home and lifestyle,Ewallet,2021-12-29,57.0,2.0,7.0,0.33,114.0,2021,december
3758,WALM098,Mineral Wells,Fashion accessories,Ewallet,2022-09-09,85.0,3.0,9.0,0.18,255.0,2022,september
3759,WALM060,DeSoto,Home and lifestyle,Ewallet,2021-09-27,20.0,3.0,6.0,0.33,60.0,2021,september
3760,WALM052,Mansfield,Fashion accessories,Ewallet,2021-09-08,19.0,2.0,7.0,0.57,38.0,2021,september
3761,WALM058,Port Arthur,Home and lifestyle,Ewallet,2022-06-08,78.0,1.0,4.0,0.33,78.0,2022,june
3762,WALM051,New Braunfels,Fashion accessories,Ewallet,2020-10-20,58.0,3.0,9.0,0.57,174.0,2020,october
3763,WALM009,Plano,Home and lifestyle,Ewallet,2023-03-08,70.0,1.0,5.0,0.48,70.0,2023,march
3764,WALM007,Arlington,Fashion accessories,Ewallet,2023-11-22,37.0,3.0,6.0,0.48,111.0,2023,november
3765,WALM006,El Paso,Home and lifestyle,Ewallet,2023-08-15,30.0,3.0,7.0,0.48,90.0,2023,august
3766,WALM070,Hurst,Fashion accessories,Ewallet,2022-11-20,32.0,3.0,4.0,0.33,96.0,2022,november
3767,WALM014,Amarillo,Home and lifestyle,Ewallet,2022-08-24,36.0,1.0,9.0,0.48,36.0,2022,august
3768,WALM053,Conroe,Fashion accessories,Ewallet,2022-12-11,23.0,3.0,5.0,0.21,69.0,2022,december
3769,WALM081,Friendswood,Home and lifestyle,Ewallet,2023-04-10,58.0,3.0,5.0,0.33,174.0,2023,april
3770,WALM020,Killeen,Fashion accessories,Ewallet,2022-08-13,36.0,1.0,6.0,0.48,36.0,2022,august
3771,WALM006,El Paso,Home and lifestyle,Ewallet,2022-11-09,21.0,1.0,8.0,0.48,21.0,2022,november
3772,WALM004,Austin,Fashion accessories,Ewallet,2022-10-25,59.0,1.0,8.0,0.48,59.0,2022,october
3773,WALM064,Bedford,Home and lifestyle,Ewallet,2020-11-26,44.0,1.0,5.0,0.33,44.0,2020,november
3774,WALM010,Laredo,Fashion accessories,Ewallet,2021-08-31,16.0,1.0,4.0,0.48,16.0,2021,august
3775,WALM010,Laredo,Home and lifestyle,Ewallet,2023-08-23,73.0,2.0,6.0,0.48,146.0,2023,august
3776,WALM093,Angleton,Fashion accessories,Ewallet,2022-12-16,22.0,3.0,7.0,0.33,66.0,2022,december
3777,WALM048,Harlingen,Home and lifestyle,Ewallet,2022-09-27,78.0,1.0,8.0,0.48,78.0,2022,september
3778,WALM062,Galveston,Fashion accessories,Ewallet,2022-10-26,61.0,2.0,6.0,0.33,122.0,2022,october
3779,WALM090,Brownwood,Home and lifestyle,Ewallet,2022-03-10,76.0,2.0,4.0,0.33,152.0,2022,march
3780,WALM091,Little Elm,Fashion accessories,Ewallet,2022-12-10,59.0,2.0,5.0,0.33,118.0,2022,december
3781,WALM091,Little Elm,Home and lifestyle,Ewallet,2023-10-17,42.0,2.0,5.0,0.33,84.0,2023,october
3782,WALM040,Edinburg,Fashion accessories,Ewallet,2022-09-24,41.0,2.0,8.0,0.48,82.0,2022,september
3783,WALM088,Cleburne,Home and lifestyle,Ewallet,2023-11-14,80.0,1.0,7.0,0.33,80.0,2023,november
3784,WALM014,Amarillo,Fashion accessories,Ewallet,2020-12-27,54.0,1.0,6.0,0.48,54.0,2020,december
3785,WALM076,Huntsville,Home and lifestyle,Ewallet,2020-10-31,15.0,3.0,5.0,0.33,45.0,2020,october
3786,WALM083,Farmers Branch,Fashion accessories,Ewallet,2023-10-21,22.0,3.0,9.0,0.33,66.0,2023,october
3787,WALM068,Burleson,Home and lifestyle,Ewallet,2021-10-19,46.0,2.0,6.0,0.33,92.0,2021,october
3788,WALM034,College Station,Fashion accessories,Ewallet,2022-10-13,43.0,3.0,5.0,0.48,129.0,2022,october
3789,WALM066,Grapevine,Home and lifestyle,Ewallet,2022-12-19,39.0,2.0,8.0,0.33,78.0,2022,december
3790,WALM068,Burleson,Fashion accessories,Ewallet,2022-08-24,74.0,1.0,6.0,0.33,74.0,2022,august
3791,WALM027,Abilene,Home and lifestyle,Ewallet,2021-03-09,53.0,1.0,9.0,0.48,53.0,2021,march
3792,WALM100,Canyon,Fashion accessories,Ewallet,2022-12-14,36.0,2.0,4.0,0.18,72.0,2022,december
3793,WALM063,Georgetown,Home and lifestyle,Ewallet,2021-10-18,63.0,2.0,9.0,0.33,126.0,2021,october
3794,WALM049,North Richland Hills,Fashion accessories,Ewallet,2021-10-27,69.0,1.0,9.0,0.48,69.0,2021,october
3795,WALM077,Coppell,Home and lifestyle,Ewallet,2020-06-09,48.0,1.0,9.0,0.33,48.0,2020,june
3796,WALM072,Lancaster,Fashion accessories,Ewallet,2020-09-11,59.0,2.0,4.0,0.33,118.0,2020,september
3797,WALM017,McKinney,Home and lifestyle,Ewallet,2021-09-29,73.0,3.0,9.0,0.48,219.0,2021,september
3798,WALM006,El Paso,Fashion accessories,Ewallet,2021-09-23,22.0,2.0,9.0,0.48,44.0,2021,september
3799,WALM100,Canyon,Home and lifestyle,Ewallet,2023-11-14,42.0,2.0,4.0,0.18,84.0,2023,november
3800,WALM034,College Station,Fashion accessories,Ewallet,2020-09-12,66.0,3.0,7.0,0.48,198.0,2020,september
3801,WALM017,McKinney,Home and lifestyle,Ewallet,2023-11-22,57.0,1.0,4.0,0.48,57.0,2023,november
3802,WALM041,Mission,Fashion accessories,Ewallet,2022-08-31,71.0,2.0,5.0,0.48,142.0,2022,august
3803,WALM091,Little Elm,Home and lifestyle,Ewallet,2020-02-12,73.0,2.0,6.0,0.33,146.0,2020,febuary
3804,WALM009,Plano,Fashion accessories,Ewallet,2022-06-10,29.0,2.0,6.0,0.48,58.0,2022,june
3805,WALM021,McAllen,Home and lifestyle,Ewallet,2023-10-09,69.0,3.0,8.0,0.48,207.0,2023,october
3806,WALM061,Cedar Park,Fashion accessories,Ewallet,2022-11-24,73.0,1.0,9.0,0.33,73.0,2022,november
3807,WALM083,Farmers Branch,Home and lifestyle,Ewallet,2020-10-19,71.0,1.0,7.0,0.33,71.0,2020,october
3808,WALM043,Baytown,Fashion accessories,Ewallet,2020-11-20,79.0,3.0,6.0,0.48,237.0,2020,november
3809,WALM005,Fort Worth,Home and lifestyle,Ewallet,2023-10-14,79.0,1.0,4.0,0.48,79.0,2023,october
3810,WALM033,Pearland,Fashion accessories,Ewallet,2022-12-30,42.0,1.0,9.0,0.48,42.0,2022,december
3811,WALM021,McAllen,Home and lifestyle,Ewallet,2020-04-10,34.0,1.0,6.0,0.48,34.0,2020,april
3812,WALM053,Conroe,Fashion accessories,Ewallet,2021-12-18,83.0,2.0,9.0,0.21,166.0,2021,december
3813,WALM069,Rockwall,Home and lifestyle,Ewallet,2021-06-09,20.0,3.0,8.0,0.33,60.0,2021,june
3814,WALM043,Baytown,Fashion accessories,Ewallet,2023-08-30,34.0,2.0,5.0,0.48,68.0,2023,august
3815,WALM058,Port Arthur,Home and lifestyle,Ewallet,2022-10-10,39.0,3.0,5.0,0.33,117.0,2022,october
3816,WALM057,Euless,Fashion accessories,Ewallet,2023-06-09,20.0,3.0,9.0,0.33,60.0,2023,june
3817,WALM009,Plano,Home and lifestyle,Ewallet,2021-05-08,75.0,1.0,7.0,0.48,75.0,2021,may
3818,WALM027,Abilene,Fashion accessories,Ewallet,2023-08-15,85.0,3.0,7.0,0.48,255.0,2023,august
3819,WALM063,Georgetown,Home and lifestyle,Ewallet,2021-12-28,47.0,1.0,4.0,0.33,47.0,2021,december
3820,WALM080,Nacogdoches,Fashion accessories,Ewallet,2022-12-19,53.0,2.0,8.0,0.33,106.0,2022,december
3821,WALM011,Lubbock,Home and lifestyle,Ewallet,2021-08-31,61.0,2.0,6.0,0.48,122.0,2021,august
3822,WALM095,Big Spring,Fashion accessories,Ewallet,2020-02-10,37.0,2.0,8.0,0.33,74.0,2020,febuary
3823,WALM058,Port Arthur,Home and lifestyle,Ewallet,2021-12-19,57.0,1.0,5.0,0.33,57.0,2021,december
3824,WALM049,North Richland Hills,Fashion accessories,Ewallet,2022-08-19,81.0,2.0,4.0,0.48,162.0,2022,august
3825,WALM066,Grapevine,Home and lifestyle,Ewallet,2021-10-26,27.0,3.0,4.0,0.33,81.0,2021,october
3826,WALM016,Brownsville,Fashion accessories,Ewallet,2021-12-24,39.0,3.0,9.0,0.48,117.0,2021,december
3827,WALM067,Haltom City,Home and lifestyle,Ewallet,2020-09-13,30.0,1.0,4.0,0.33,30.0,2020,september
3828,WALM092,Lake Jackson,Fashion accessories,Ewallet,2023-12-11,15.0,2.0,9.0,0.33,30.0,2023,december
3829,WALM066,Grapevine,Home and lifestyle,Ewallet,2020-10-20,66.0,3.0,7.0,0.33,198.0,2020,october
3830,WALM059,Pflugerville,Fashion accessories,Ewallet,2021-09-28,53.0,2.0,4.0,0.33,106.0,2021,september
3831,WALM023,Midland,Home and lifestyle,Ewallet,2020-09-25,61.0,2.0,5.0,0.48,122.0,2020,september
3832,WALM059,Pflugerville,Fashion accessories,Ewallet,2021-01-10,71.0,2.0,6.0,0.33,142.0,2021,january
3833,WALM088,Cleburne,Home and lifestyle,Ewallet,2020-12-19,44.0,2.0,7.0,0.33,88.0,2020,december
3834,WALM019,Pasadena,Fashion accessories,Ewallet,2020-08-18,19.0,2.0,8.0,0.48,38.0,2020,august
3835,WALM080,Nacogdoches,Home and lifestyle,Ewallet,2021-09-13,72.0,1.0,8.0,0.33,72.0,2021,september
3836,WALM030,Richardson,Fashion accessories,Ewallet,2023-06-11,48.0,1.0,4.0,0.48,48.0,2023,june
3837,WALM020,Killeen,Home and lifestyle,Ewallet,2020-09-21,68.0,1.0,4.0,0.48,68.0,2020,september
3838,WALM009,Plano,Fashion accessories,Ewallet,2020-09-12,25.0,2.0,4.0,0.48,50.0,2020,september
3839,WALM088,Cleburne,Home and lifestyle,Ewallet,2021-09-30,61.0,2.0,8.0,0.33,122.0,2021,september
3840,WALM088,Cleburne,Fashion accessories,Ewallet,2020-04-10,31.0,1.0,9.0,0.33,31.0,2020,april
3841,WALM039,Longview,Home and lifestyle,Ewallet,2022-08-29,19.0,1.0,8.0,0.48,19.0,2022,august
3842,WALM039,Longview,Fashion accessories,Ewallet,2022-09-14,30.0,3.0,5.0,0.48,90.0,2022,september
3843,WALM085,Kerrville,Home and lifestyle,Ewallet,2020-11-12,51.0,3.0,7.0,0.33,153.0,2020,november
3844,WALM006,El Paso,Fashion accessories,Ewallet,2022-12-29,17.0,2.0,6.0,0.48,34.0,2022,december
3845,WALM097,Alice,Home and lifestyle,Ewallet,2023-10-08,58.0,2.0,4.0,0.18,116.0,2023,october
3846,WALM053,Conroe,Fashion accessories,Ewallet,2023-12-18,40.0,3.0,9.0,0.21,120.0,2023,december
3847,WALM034,College Station,Home and lifestyle,Ewallet,2020-08-17,28.0,3.0,5.0,0.48,84.0,2020,august
3848,WALM044,Pharr,Fashion accessories,Ewallet,2023-12-18,41.0,3.0,9.0,0.48,123.0,2023,december
3849,WALM010,Laredo,Home and lifestyle,Ewallet,2021-12-28,61.0,3.0,5.0,0.48,183.0,2021,december
3850,WALM081,Friendswood,Fashion accessories,Ewallet,2022-12-17,15.0,1.0,8.0,0.33,15.0,2022,december
3851,WALM023,Midland,Home and lifestyle,Ewallet,2022-09-11,26.0,1.0,9.0,0.48,26.0,2022,september
3852,WALM018,Frisco,Fashion accessories,Ewallet,2023-12-29,83.0,1.0,6.0,0.48,83.0,2023,december
3853,WALM083,Farmers Branch,Home and lifestyle,Ewallet,2020-08-24,23.0,1.0,5.0,0.33,23.0,2020,august
3854,WALM011,Lubbock,Fashion accessories,Ewallet,2022-10-26,59.0,2.0,8.0,0.48,118.0,2022,october
3855,WALM013,Irving,Home and lifestyle,Ewallet,2022-11-21,66.0,3.0,8.0,0.48,198.0,2022,november
3856,WALM060,DeSoto,Fashion accessories,Ewallet,2023-10-20,37.0,1.0,9.0,0.33,37.0,2023,october
3857,WALM036,Allen,Home and lifestyle,Ewallet,2021-11-13,80.0,1.0,5.0,0.48,80.0,2021,november
3858,WALM015,Grand Prairie,Fashion accessories,Ewallet,2020-06-11,69.0,3.0,4.0,0.48,207.0,2020,june
3859,WALM044,Pharr,Home and lifestyle,Ewallet,2020-01-10,20.0,2.0,5.0,0.48,40.0,2020,january
3860,WALM044,Pharr,Fashion accessories,Ewallet,2022-12-26,22.0,1.0,8.0,0.48,22.0,2022,december
3861,WALM079,La Porte,Home and lifestyle,Ewallet,2021-06-10,68.0,1.0,7.0,0.33,68.0,2021,june
3862,WALM006,El Paso,Fashion accessories,Ewallet,2023-09-25,20.0,3.0,9.0,0.48,60.0,2023,september
3863,WALM085,Kerrville,Home and lifestyle,Ewallet,2022-12-28,52.0,1.0,9.0,0.33,52.0,2022,december
3864,WALM060,DeSoto,Fashion accessories,Ewallet,2023-11-20,44.0,2.0,9.0,0.33,88.0,2023,november
3865,WALM007,Arlington,Home and lifestyle,Ewallet,2021-12-13,80.0,3.0,8.0,0.48,240.0,2021,december
3866,WALM022,Mesquite,Fashion accessories,Ewallet,2023-09-12,70.0,2.0,4.0,0.48,140.0,2023,september
3867,WALM040,Edinburg,Home and lifestyle,Ewallet,2023-10-13,39.0,3.0,6.0,0.48,117.0,2023,october
3868,WALM009,Plano,Fashion accessories,Ewallet,2023-11-15,61.0,1.0,7.0,0.48,61.0,2023,november
3869,WALM059,Pflugerville,Home and lifestyle,Ewallet,2022-10-15,46.0,2.0,4.0,0.33,92.0,2022,october
3870,WALM023,Midland,Fashion accessories,Ewallet,2022-01-11,19.0,2.0,7.0,0.48,38.0,2022,january
3871,WALM064,Bedford,Home and lifestyle,Ewallet,2021-12-25,57.0,1.0,8.0,0.33,57.0,2021,december
3872,WALM026,Denton,Fashion accessories,Ewallet,2021-12-08,39.0,2.0,8.0,0.48,78.0,2021,december
3873,WALM044,Pharr,Home and lifestyle,Ewallet,2020-11-25,15.0,2.0,7.0,0.48,30.0,2020,november
3874,WALM014,Amarillo,Fashion accessories,Ewallet,2023-09-08,65.0,2.0,9.0,0.48,130.0,2023,september
3875,WALM008,Corpus Christi,Home and lifestyle,Ewallet,2023-10-26,61.0,3.0,8.0,0.48,183.0,2023,october
3876,WALM060,DeSoto,Fashion accessories,Ewallet,2020-03-08,44.0,2.0,5.0,0.33,88.0,2020,march
3877,WALM027,Abilene,Home and lifestyle,Ewallet,2022-01-11,71.0,2.0,6.0,0.48,142.0,2022,january
3878,WALM004,Austin,Fashion accessories,Ewallet,2021-01-11,58.0,2.0,6.0,0.48,116.0,2021,january
3879,WALM007,Arlington,Home and lifestyle,Ewallet,2022-09-29,51.0,3.0,9.0,0.48,153.0,2022,september
3880,WALM047,Flower Mound,Fashion accessories,Ewallet,2020-11-22,72.0,3.0,9.0,0.48,216.0,2020,november
3881,WALM041,Mission,Home and lifestyle,Ewallet,2021-03-10,35.0,3.0,7.0,0.48,105.0,2021,march
3882,WALM048,Harlingen,Fashion accessories,Ewallet,2023-10-23,50.0,3.0,6.0,0.48,150.0,2023,october
3883,WALM097,Alice,Home and lifestyle,Ewallet,2022-08-13,65.0,1.0,4.0,0.18,65.0,2022,august
3884,WALM015,Grand Prairie,Fashion accessories,Ewallet,2022-10-19,85.0,2.0,9.0,0.48,170.0,2022,october
3885,WALM052,Mansfield,Home and lifestyle,Ewallet,2021-12-20,72.0,2.0,5.0,0.57,144.0,2021,december
3886,WALM006,El Paso,Fashion accessories,Ewallet,2021-08-19,48.0,1.0,6.0,0.48,48.0,2021,august
3887,WALM067,Haltom City,Home and lifestyle,Ewallet,2020-11-29,59.0,2.0,7.0,0.33,118.0,2020,november
3888,WALM069,Rockwall,Fashion accessories,Ewallet,2020-05-09,64.0,1.0,9.0,0.33,64.0,2020,may
3889,WALM072,Lancaster,Home and lifestyle,Ewallet,2023-08-25,84.0,3.0,5.0,0.33,252.0,2023,august
3890,WALM067,Haltom City,Fashion accessories,Ewallet,2022-08-23,67.0,3.0,9.0,0.33,201.0,2022,august
3891,WALM091,Little Elm,Home and lifestyle,Ewallet,2023-03-08,43.0,2.0,8.0,0.33,86.0,2023,march
3892,WALM076,Huntsville,Fashion accessories,Ewallet,2021-10-14,79.0,1.0,9.0,0.33,79.0,2021,october
3893,WALM006,El Paso,Home and lifestyle,Ewallet,2020-11-28,43.0,3.0,4.0,0.48,129.0,2020,november
3894,WALM076,Huntsville,Fashion accessories,Ewallet,2023-09-24,28.0,1.0,8.0,0.33,28.0,2023,september
3895,WALM023,Midland,Home and lifestyle,Ewallet,2022-10-17,70.0,3.0,7.0,0.48,210.0,2022,october
3896,WALM057,Euless,Fashion accessories,Ewallet,2022-04-10,74.0,2.0,8.0,0.33,148.0,2022,april
3897,WALM079,La Porte,Home and lifestyle,Ewallet,2022-12-22,60.0,3.0,4.0,0.33,180.0,2022,december
3898,WALM097,Alice,Fashion accessories,Ewallet,2022-12-23,45.0,1.0,5.0,0.18,45.0,2022,december
3899,WALM001,Houston,Home and lifestyle,Ewallet,2022-08-18,70.0,2.0,7.0,0.36,140.0,2022,august
3900,WALM081,Friendswood,Fashion accessories,Ewallet,2023-11-14,23.0,2.0,4.0,0.33,46.0,2023,november
3901,WALM064,Bedford,Home and lifestyle,Ewallet,2023-08-23,60.0,3.0,6.0,0.33,180.0,2023,august
3902,WALM047,Flower Mound,Fashion accessories,Ewallet,2021-08-30,50.0,3.0,5.0,0.48,150.0,2021,august
3903,WALM036,Allen,Home and lifestyle,Ewallet,2021-11-19,20.0,1.0,5.0,0.48,20.0,2021,november
3904,WALM059,Pflugerville,Fashion accessories,Ewallet,2020-08-30,22.0,2.0,5.0,0.33,44.0,2020,august
3905,WALM048,Harlingen,Home and lifestyle,Ewallet,2020-10-18,81.0,3.0,9.0,0.48,243.0,2020,october
3906,WALM100,Canyon,Fashion accessories,Ewallet,2020-08-11,52.0,1.0,8.0,0.18,52.0,2020,august
3907,WALM007,Arlington,Home and lifestyle,Ewallet,2023-02-12,46.0,3.0,6.0,0.48,138.0,2023,febuary
3908,WALM040,Edinburg,Fashion accessories,Ewallet,2021-09-14,65.0,1.0,6.0,0.48,65.0,2021,september
3909,WALM039,Longview,Home and lifestyle,Ewallet,2021-01-08,63.0,2.0,4.0,0.48,126.0,2021,january
3910,WALM060,DeSoto,Fashion accessories,Ewallet,2022-12-11,19.0,3.0,9.0,0.33,57.0,2022,december
3911,WALM031,Lewisville,Home and lifestyle,Ewallet,2023-12-23,58.0,3.0,7.0,0.48,174.0,2023,december
3912,WALM028,Odessa,Fashion accessories,Ewallet,2020-10-23,79.0,3.0,9.0,0.48,237.0,2020,october
3913,WALM071,Lufkin,Home and lifestyle,Ewallet,2021-11-21,39.0,1.0,5.0,0.33,39.0,2021,november
3914,WALM048,Harlingen,Fashion accessories,Ewallet,2022-08-23,15.0,2.0,9.0,0.48,30.0,2022,august
3915,WALM021,McAllen,Home and lifestyle,Ewallet,2021-11-16,51.0,2.0,5.0,0.48,102.0,2021,november
3916,WALM033,Pearland,Fashion accessories,Ewallet,2021-10-11,79.0,2.0,8.0,0.48,158.0,2021,october
3917,WALM068,Burleson,Home and lifestyle,Ewallet,2021-10-13,31.0,1.0,5.0,0.33,31.0,2021,october
3918,WALM061,Cedar Park,Fashion accessories,Ewallet,2023-10-13,35.0,3.0,8.0,0.33,105.0,2023,october
3919,WALM080,Nacogdoches,Home and lifestyle,Ewallet,2023-10-31,71.0,2.0,4.0,0.33,142.0,2023,october
3920,WALM043,Baytown,Fashion accessories,Ewallet,2021-02-10,55.0,1.0,6.0,0.48,55.0,2021,febuary
3921,WALM043,Baytown,Home and lifestyle,Ewallet,2022-11-23,74.0,3.0,8.0,0.48,222.0,2022,november
3922,WALM031,Lewisville,Fashion accessories,Ewallet,2023-10-16,59.0,1.0,9.0,0.48,59.0,2023,october
3923,WALM078,Del Rio,Home and lifestyle,Ewallet,2021-11-23,62.0,1.0,6.0,0.33,62.0,2021,november
3924,WALM039,Longview,Fashion accessories,Ewallet,2022-08-22,48.0,2.0,6.0,0.48,96.0,2022,august
3925,WALM080,Nacogdoches,Home and lifestyle,Ewallet,2023-10-30,65.0,3.0,4.0,0.33,195.0,2023,october
3926,WALM027,Abilene,Fashion accessories,Ewallet,2021-05-09,60.0,1.0,8.0,0.48,60.0,2021,may
3927,WALM095,Big Spring,Home and lifestyle,Ewallet,2023-12-10,65.0,1.0,6.0,0.33,65.0,2023,december
3928,WALM044,Pharr,Fashion accessories,Ewallet,2023-05-08,56.0,3.0,7.0,0.48,168.0,2023,may
3929,WALM060,DeSoto,Home and lifestyle,Ewallet,2020-12-15,77.0,1.0,5.0,0.33,77.0,2020,december
3930,WALM006,El Paso,Fashion accessories,Ewallet,2020-11-13,41.0,1.0,9.0,0.48,41.0,2020,november
3931,WALM091,Little Elm,Home and lifestyle,Ewallet,2021-10-29,48.0,1.0,5.0,0.33,48.0,2021,october
3932,WALM041,Mission,Fashion accessories,Ewallet,2023-08-25,65.0,2.0,6.0,0.48,130.0,2023,august
3933,WALM098,Mineral Wells,Home and lifestyle,Ewallet,2023-10-30,37.0,3.0,6.0,0.18,111.0,2023,october
3934,WALM059,Pflugerville,Fashion accessories,Ewallet,2021-09-27,29.0,1.0,7.0,0.33,29.0,2021,september
3935,WALM052,Mansfield,Home and lifestyle,Ewallet,2021-12-08,50.0,1.0,5.0,0.57,50.0,2021,december
3936,WALM008,Corpus Christi,Fashion accessories,Ewallet,2020-11-24,51.0,2.0,9.0,0.48,102.0,2020,november
3937,WALM091,Little Elm,Home and lifestyle,Ewallet,2022-09-22,42.0,1.0,4.0,0.33,42.0,2022,september
3938,WALM085,Kerrville,Fashion accessories,Ewallet,2022-03-08,51.0,3.0,8.0,0.33,153.0,2022,march
3939,WALM094,Alamo,Home and lifestyle,Ewallet,2020-11-30,59.0,1.0,8.0,0.33,59.0,2020,november
3940,WALM052,Mansfield,Fashion accessories,Ewallet,2023-11-23,73.0,2.0,9.0,0.57,146.0,2023,november
3941,WALM039,Longview,Home and lifestyle,Ewallet,2021-11-10,81.0,2.0,6.0,0.48,162.0,2021,november
3942,WALM028,Odessa,Fashion accessories,Ewallet,2023-09-16,66.0,3.0,6.0,0.48,198.0,2023,september
3943,WALM093,Angleton,Home and lifestyle,Ewallet,2021-10-30,63.0,1.0,6.0,0.33,63.0,2021,october
3944,WALM092,Lake Jackson,Fashion accessories,Ewallet,2020-10-12,22.0,3.0,8.0,0.33,66.0,2020,october
3945,WALM070,Hurst,Home and lifestyle,Ewallet,2023-09-17,31.0,3.0,8.0,0.33,93.0,2023,september
3946,WALM064,Bedford,Fashion accessories,Ewallet,2022-12-24,17.0,3.0,6.0,0.33,51.0,2022,december
3947,WALM047,Flower Mound,Home and lifestyle,Ewallet,2020-12-26,19.0,1.0,7.0,0.48,19.0,2020,december
3948,WALM098,Mineral Wells,Fashion accessories,Ewallet,2020-10-29,76.0,2.0,7.0,0.18,152.0,2020,october
3949,WALM078,Del Rio,Home and lifestyle,Ewallet,2023-10-08,82.0,2.0,7.0,0.33,164.0,2023,october
3950,WALM014,Amarillo,Fashion accessories,Ewallet,2020-12-29,24.0,1.0,7.0,0.48,24.0,2020,december
